P	POP	n
41.43128734	Roscoff	8
41.59424226	Roscoff	8
41.18685497	Roscoff	8
40.53503531	Roscoff	8
41.49918523	Roscoff	8
41.02390005	Roscoff	8
41.37696904	Roscoff	8
41.47202607	Roscoff	8
40.77946768	Roscoff	8
40.96958175	Roscoff	8
40.43997827	Roscoff	8
40.73872895	Roscoff	8
41.49918523	Roscoff	8
41.29549158	Roscoff	8
41.56708311	Roscoff	8
40.58935361	Roscoff	8
40.14122759	Roscoff	8
40.68441065	Roscoff	8
40.34492124	Roscoff	8
40.73872895	Roscoff	8
40.60293319	Roscoff	8
40.41281912	Roscoff	8
41.13253666	Roscoff	8
40.86094514	Roscoff	8
41.48560565	Roscoff	8
41.36338946	Roscoff	8
41.11895709	Roscoff	8
41.56708311	Roscoff	8
40.11406844	Roscoff	8
40.73872895	Roscoff	8
40.9424226	Roscoff	8
40.92884302	Roscoff	8
40.82020641	Roscoff	8
40.64367192	Roscoff	8
41.15969582	Roscoff	8
41.60782184	Roscoff	8
41.7436176	Roscoff	8
41.68929929	Roscoff	8
40.96958175	Roscoff	8
41.13253666	Roscoff	8
40.34492124	Roscoff	8
41.60782184	Roscoff	8
40.61651276	Roscoff	8
41.71645845	Roscoff	8
39.78815861	Roscoff	8
41.02390005	Roscoff	8
41.63498099	Roscoff	8
40.91526344	Roscoff	8
42.23248235	Roscoff	8
40.9967409	Roscoff	8
40.68441065	Roscoff	8
40.73872895	Roscoff	8
40.90168387	Roscoff	8
40.77946768	Roscoff	8
40.82020641	Roscoff	8
41.37696904	Roscoff	8
40.12764802	Roscoff	8
40.98316133	Roscoff	8
41.41770777	Roscoff	8
41.48560565	Roscoff	8
40.29060293	Roscoff	8
41.02390005	Roscoff	8
40.92884302	Roscoff	8
40.4263987	Roscoff	8
40.27702336	Roscoff	8
41.66214014	Roscoff	8
40.27702336	Roscoff	8
40.53503531	Roscoff	8
40.52145573	Roscoff	8
41.32265073	Roscoff	8
41.29549158	Roscoff	8
41.68929929	Roscoff	8
41.13253666	Roscoff	8
40.9424226	Roscoff	8
43.5768604	Roscoff	10
43.61759913	Roscoff	10
43.2916893	Roscoff	10
43.56328083	Roscoff	10
44.63606735	Roscoff	10
43.59043998	Roscoff	10
43.94350896	Roscoff	10
44.05214557	Roscoff	10
44.01140684	Roscoff	10
43.90277023	Roscoff	10
43.79413362	Roscoff	10
44.3780554	Roscoff	10
43.68549701	Roscoff	10
42.7756654	Roscoff	10
43.38674633	Roscoff	10
43.54970125	Roscoff	10
43.54970125	Roscoff	10
44.14720261	Roscoff	10
43.82129278	Roscoff	10
43.63117871	Roscoff	10
43.71265617	Roscoff	10
43.48180337	Roscoff	10
43.31884845	Roscoff	10
44.78544269	Roscoff	10
44.3780554	Roscoff	10
43.68549701	Roscoff	10
43.50896252	Roscoff	10
43.38674633	Roscoff	10
44.24225964	Roscoff	10
43.79413362	Roscoff	10
43.48180337	Roscoff	10
43.07441608	Roscoff	10
43.78055405	Roscoff	10
43.84845193	Roscoff	10
43.99782727	Roscoff	10
43.83487235	Roscoff	10
44.10646388	Roscoff	10
43.63117871	Roscoff	10
43.02009777	Roscoff	10
43.98424769	Roscoff	10
43.04725693	Roscoff	10
44.29657795	Roscoff	10
44.35089625	Roscoff	10
43.44106464	Roscoff	10
44.038566	Roscoff	10
44.26941879	Roscoff	10
43.60401955	Roscoff	10
43.38674633	Roscoff	10
43.87561108	Roscoff	10
42.85714286	Roscoff	10
43.68549701	Roscoff	10
44.33731668	Roscoff	10
43.90277023	Roscoff	10
43.97066812	Roscoff	10
43.31884845	Roscoff	10
44.05214557	Roscoff	10
44.0928843	Roscoff	10
43.5225421	Roscoff	10
43.75339489	Roscoff	10
43.69907659	Roscoff	10
43.78055405	Roscoff	10
43.88919066	Roscoff	10
43.64475828	Roscoff	10
43.84845193	Roscoff	10
43.87561108	Roscoff	10
43.27810972	Roscoff	10
44.038566	Roscoff	10
43.53612167	Roscoff	10
43.5225421	Roscoff	10
43.98424769	Roscoff	10
43.75339489	Roscoff	10
43.03367735	Roscoff	10
43.94350896	Roscoff	10
44.25583922	Roscoff	10
43.56328083	Roscoff	10
44.86692015	Roscoff	10
43.46822379	Roscoff	10
43.99782727	Roscoff	10
44.17436176	Roscoff	10
44.41879413	Roscoff	10
43.83487235	Roscoff	10
43.83487235	Roscoff	10
43.49538294	Roscoff	10
43.88919066	Roscoff	10
43.67191744	Roscoff	10
43.03367735	Roscoff	10
43.61759913	Roscoff	10
43.71265617	Roscoff	10
43.73981532	Roscoff	10
44.21510049	Roscoff	10
43.79413362	Roscoff	10
43.72623574	Roscoff	10
43.72623574	Roscoff	10
43.61759913	Roscoff	10
43.67191744	Roscoff	10
43.04725693	Roscoff	10
43.8620315	Roscoff	10
43.10157523	Roscoff	10
42.72134709	Roscoff	10
43.3460076	Roscoff	10
35.34763715	Clachan	3
36.55621945	Clachan	3
37.01792504	Clachan	3
34.34274851	Clachan	3
37.18087996	Clachan	3
36.89570885	Clachan	3
36.88212928	Clachan	3
37.39815318	Clachan	3
36.47474199	Clachan	3
34.73655622	Clachan	3
36.74633351	Clachan	3
37.65616513	Clachan	3
37.05866377	Clachan	3
36.13525258	Clachan	3
36.70559479	Clachan	3
36.88212928	Clachan	3
37.0994025	Clachan	3
37.31667572	Clachan	3
36.51548072	Clachan	3
35.79576317	Clachan	3
36.84139055	Clachan	3
34.87235198	Clachan	3
33.96252037	Clachan	3
36.71917436	Clachan	3
35.06246605	Clachan	3
34.56002173	Clachan	3
37.42531233	Clachan	3
37.72406301	Clachan	3
37.54752852	Clachan	3
37.64258555	Clachan	3
36.37968495	Clachan	3
36.51548072	Clachan	3
37.50678979	Clachan	3
37.03150462	Clachan	3
36.96360674	Clachan	3
36.92286801	Clachan	3
36.55621945	Clachan	3
36.36610538	Clachan	3
36.0673547	Clachan	3
37.28951657	Clachan	3
37.35741445	Clachan	3
37.01792504	Clachan	3
36.54263987	Clachan	3
37.57468767	Clachan	3
36.39326453	Clachan	3
37.42531233	Clachan	3
37.01792504	Clachan	3
37.69690386	Clachan	3
36.88212928	Clachan	3
37.53394894	Clachan	3
37.6154264	Clachan	3
37.24877784	Clachan	3
35.42911461	Clachan	3
37.30309614	Clachan	3
35.97229766	Clachan	3
36.99076589	Clachan	3
36.92286801	Clachan	3
37.77838131	Clachan	3
37.26235741	Clachan	3
37.00434546	Clachan	3
36.90928843	Clachan	3
35.7821836	Clachan	3
36.93644758	Clachan	3
36.42042368	Clachan	3
37.60184682	Clachan	3
37.14014123	Clachan	3
37.28951657	Clachan	3
37.03150462	Clachan	3
35.22542097	Clachan	3
37.3302553	Clachan	3
33.82672461	Clachan	3
37.43889191	Clachan	3
36.44758284	Clachan	3
36.66485606	Clachan	3
36.67843563	Clachan	3
36.24388919	Clachan	3
33.93536122	Clachan	3
36.84139055	Clachan	3
37.03150462	Clachan	3
37.07224335	Clachan	3
37.28951657	Clachan	3
37.31667572	Clachan	3
36.52906029	Clachan	3
33.43291689	Clachan	3
37.01792504	Clachan	3
37.68332428	Clachan	3
37.22161869	Clachan	3
37.71048343	Clachan	3
37.53394894	Clachan	3
37.73764259	Clachan	3
36.88212928	Clachan	3
36.8685497	Clachan	3
37.37099402	Clachan	3
37.56110809	Clachan	3
36.62411733	Clachan	3
35.07604563	Clachan	3
37.47963064	Clachan	3
35.34763715	Clachan	3
36.85497012	Clachan	3
35.0353069	Clachan	3
47.69147203	Clachan	6
47.92232482	Clachan	6
48.47908745	Clachan	6
48.2210755	Clachan	6
47.1347094	Clachan	6
48.62846279	Clachan	6
48.92721347	Clachan	6
47.99022271	Clachan	6
48.38403042	Clachan	6
48.62846279	Clachan	6
48.56056491	Clachan	6
48.4519283	Clachan	6
48.57414449	Clachan	6
48.24823466	Clachan	6
48.65562194	Clachan	6
48.41118957	Clachan	6
47.02607279	Clachan	6
47.51493753	Clachan	6
47.9359044	Clachan	6
48.4519283	Clachan	6
48.6827811	Clachan	6
48.56056491	Clachan	6
48.15317762	Clachan	6
46.93101575	Clachan	6
48.47908745	Clachan	6
48.6827811	Clachan	6
48.34329169	Clachan	6
47.17544813	Clachan	6
47.03965236	Clachan	6
48.49266703	Clachan	6
48.43834872	Clachan	6
48.90005432	Clachan	6
47.33840304	Clachan	6
48.30255296	Clachan	6
47.16186855	Clachan	6
48.03096143	Clachan	6
48.32971211	Clachan	6
48.00380228	Clachan	6
48.4519283	Clachan	6
48.05812059	Clachan	6
47.40630092	Clachan	6
47.56925584	Clachan	6
48.4519283	Clachan	6
48.15317762	Clachan	6
47.78652906	Clachan	6
48.88647474	Clachan	6
48.81857686	Clachan	6
48.50624661	Clachan	6
48.13959804	Clachan	6
48.70994025	Clachan	6
48.46550788	Clachan	6
48.26181423	Clachan	6
48.15317762	Clachan	6
48.11243889	Clachan	6
47.44703965	Clachan	6
48.03096143	Clachan	6
48.37045084	Clachan	6
48.47908745	Clachan	6
48.64204237	Clachan	6
46.9581749	Clachan	6
47.43346008	Clachan	6
47.36556219	Clachan	6
48.08527974	Clachan	6
47.35198262	Clachan	6
48.60130364	Clachan	6
48.57414449	Clachan	6
48.27539381	Clachan	6
47.03965236	Clachan	6
47.86800652	Clachan	6
48.09885932	Clachan	6
47.22976643	Clachan	6
47.78652906	Clachan	6
48.54698533	Clachan	6
48.2210755	Clachan	6
48.41118957	Clachan	6
48.79141771	Clachan	6
48.2210755	Clachan	6
48.37045084	Clachan	6
47.62357414	Clachan	6
48.34329169	Clachan	6
47.17544813	Clachan	6
46.9581749	Clachan	6
48.04454101	Clachan	6
47.63715372	Clachan	6
48.50624661	Clachan	6
47.14828897	Clachan	6
47.75936991	Clachan	6
48.87289517	Clachan	6
48.49266703	Clachan	6
47.06681152	Clachan	6
47.58283542	Clachan	6
47.73221076	Clachan	6
48.7370994	Clachan	6
48.64204237	Clachan	6
48.08527974	Clachan	6
48.38403042	Clachan	6
47.1890277	Clachan	6
48.04454101	Clachan	6
47.14828897	Clachan	6
48.23465508	Clachan	6
52.40358501	Clachan	8
52.51222162	Clachan	8
52.2949484	Clachan	8
50.97772949	Clachan	8
53.19120043	Clachan	8
52.07767518	Clachan	8
51.88756111	Clachan	8
52.47148289	Clachan	8
52.30852797	Clachan	8
51.43943509	Clachan	8
52.48506247	Clachan	8
51.87398153	Clachan	8
52.00977729	Clachan	8
51.7789245	Clachan	8
52.82455187	Clachan	8
52.32210755	Clachan	8
52.71591526	Clachan	8
52.00977729	Clachan	8
52.03693645	Clachan	8
52.32210755	Clachan	8
51.39869636	Clachan	8
52.36284628	Clachan	8
52.39000543	Clachan	8
52.24063009	Clachan	8
51.79250407	Clachan	8
51.42585551	Clachan	8
52.00977729	Clachan	8
52.05051602	Clachan	8
51.68386746	Clachan	8
52.25420967	Clachan	8
51.53449212	Clachan	8
52.56653992	Clachan	8
51.86040196	Clachan	8
53.01466594	Clachan	8
52.49864204	Clachan	8
52.55296035	Clachan	8
51.64312873	Clachan	8
52.41716458	Clachan	8
51.43943509	Clachan	8
52.63443781	Clachan	8
52.21347094	Clachan	8
51.34437806	Clachan	8
52.53938077	Clachan	8
52.22705052	Clachan	8
53.19120043	Clachan	8
52.48506247	Clachan	8
52.24063009	Clachan	8
51.62954916	Clachan	8
52.3492667	Clachan	8
52.28136882	Clachan	8
52.33568713	Clachan	8
52.0640956	Clachan	8
52.10483433	Clachan	8
51.81966323	Clachan	8
51.79250407	Clachan	8
51.84682238	Clachan	8
51.41227594	Clachan	8
52.47148289	Clachan	8
51.79250407	Clachan	8
51.65670831	Clachan	8
52.28136882	Clachan	8
52.30852797	Clachan	8
52.70233569	Clachan	8
51.88756111	Clachan	8
51.64312873	Clachan	8
52.09125475	Clachan	8
51.96903857	Clachan	8
51.98261814	Clachan	8
51.7789245	Clachan	8
51.41227594	Clachan	8
51.56165128	Clachan	8
51.81966323	Clachan	8
51.96903857	Clachan	8
51.24932102	Clachan	8
51.72460619	Clachan	8
52.70233569	Clachan	8
51.96903857	Clachan	8
52.21347094	Clachan	8
51.79250407	Clachan	8
51.43943509	Clachan	8
52.53938077	Clachan	8
52.0640956	Clachan	8
51.91472026	Clachan	8
53.17762086	Clachan	8
52.15915263	Clachan	8
52.14557306	Clachan	8
52.09125475	Clachan	8
52.60727865	Clachan	8
52.2949484	Clachan	8
51.69744704	Clachan	8
52.36284628	Clachan	8
52.51222162	Clachan	8
52.37642586	Clachan	8
52.02335687	Clachan	8
52.45790331	Clachan	8
52.02335687	Clachan	8
52.75665399	Clachan	8
51.5480717	Clachan	8
52.37642586	Clachan	8
51.86040196	Clachan	8
55.63552417	Clachan	10
55.32319392	Clachan	10
55.1059207	Clachan	10
54.98370451	Clachan	10
55.02444324	Clachan	10
55.01086366	Clachan	10
55.26887561	Clachan	10
54.44052146	Clachan	10
55.48614883	Clachan	10
53.66648561	Clachan	10
54.71211298	Clachan	10
55.02444324	Clachan	10
55.56762629	Clachan	10
55.60836502	Clachan	10
54.00597501	Clachan	10
54.31830527	Clachan	10
55.09234112	Clachan	10
54.86148832	Clachan	10
54.99728408	Clachan	10
54.90222705	Clachan	10
54.78001086	Clachan	10
55.160239	Clachan	10
54.71211298	Clachan	10
54.88864747	Clachan	10
54.72569256	Clachan	10
55.26887561	Clachan	10
55.11950027	Clachan	10
55.06518197	Clachan	10
54.82074959	Clachan	10
54.54915807	Clachan	10
54.33188485	Clachan	10
55.160239	Clachan	10
54.4133623	Clachan	10
54.97012493	Clachan	10
54.80717002	Clachan	10
55.11950027	Clachan	10
54.34546442	Clachan	10
55.06518197	Clachan	10
53.97881586	Clachan	10
55.05160239	Clachan	10
54.86148832	Clachan	10
54.80717002	Clachan	10
54.71211298	Clachan	10
54.9293862	Clachan	10
54.94296578	Clachan	10
55.52688756	Clachan	10
54.48126018	Clachan	10
54.48126018	Clachan	10
54.86148832	Clachan	10
55.18739815	Clachan	10
55.20097773	Clachan	10
54.5898968	Clachan	10
55.28245519	Clachan	10
54.72569256	Clachan	10
55.02444324	Clachan	10
54.50841934	Clachan	10
55.51330798	Clachan	10
55.35035307	Clachan	10
55.02444324	Clachan	10
55.64910375	Clachan	10
55.35035307	Clachan	10
54.88864747	Clachan	10
54.99728408	Clachan	10
54.72569256	Clachan	10
54.5898968	Clachan	10
55.30961434	Clachan	10
54.61705595	Clachan	10
55.48614883	Clachan	10
54.25040739	Clachan	10
54.60347637	Clachan	10
55.30961434	Clachan	10
54.26398696	Clachan	10
54.88864747	Clachan	10
55.07876154	Clachan	10
54.80717002	Clachan	10
54.1281912	Clachan	10
54.49483976	Clachan	10
54.45410103	Clachan	10
54.53557849	Clachan	10
54.31830527	Clachan	10
55.48614883	Clachan	10
55.07876154	Clachan	10
54.69853341	Clachan	10
55.02444324	Clachan	10
54.73927213	Clachan	10
55.11950027	Clachan	10
54.29114612	Clachan	10
54.49483976	Clachan	10
54.73927213	Clachan	10
55.29603476	Clachan	10
54.75285171	Clachan	10
54.49483976	Clachan	10
55.35035307	Clachan	10
54.97012493	Clachan	10
55.32319392	Clachan	10
55.48614883	Clachan	10
54.73927213	Clachan	10
54.30472569	Clachan	10
54.80717002	Clachan	10
55.29603476	Clachan	10
18.84845193	Quiberon	3
20.61379685	Quiberon	3
22.51493753	Quiberon	3
23.61488322	Quiberon	3
21.9038566	Quiberon	3
22.14828897	Quiberon	3
21.52362846	Quiberon	3
21.79521999	Quiberon	3
23.69636067	Quiberon	3
23.09885932	Quiberon	3
24.63335144	Quiberon	3
18.41390549	Quiberon	3
23.24823466	Quiberon	3
24.36175991	Quiberon	3
22.69147203	Quiberon	3
23.15317762	Quiberon	3
19.05214557	Quiberon	3
25.05431831	Quiberon	3
23.13959804	Quiberon	3
24.33460076	Quiberon	3
21.80879957	Quiberon	3
22.39272135	Quiberon	3
23.65562194	Quiberon	3
24.14448669	Quiberon	3
22.14828897	Quiberon	3
23.46550788	Quiberon	3
23.28897338	Quiberon	3
23.53340576	Quiberon	3
22.12112982	Quiberon	3
23.35687127	Quiberon	3
23.46550788	Quiberon	3
23.94079305	Quiberon	3
18.8620315	Quiberon	3
23.42476915	Quiberon	3
21.98533406	Quiberon	3
25.46170559	Quiberon	3
24.02227051	Quiberon	3
24.61977186	Quiberon	3
22.85442694	Quiberon	3
25.54318305	Quiberon	3
22.44703965	Quiberon	3
23.60130364	Quiberon	3
23.88647474	Quiberon	3
22.27050516	Quiberon	3
23.72351983	Quiberon	3
23.70994025	Quiberon	3
24.21238457	Quiberon	3
22.82726779	Quiberon	3
21.57794677	Quiberon	3
22.54209669	Quiberon	3
23.31613254	Quiberon	3
22.63715372	Quiberon	3
23.49266703	Quiberon	3
23.51982618	Quiberon	3
18.41390549	Quiberon	3
23.27539381	Quiberon	3
23.4519283	Quiberon	3
23.38403042	Quiberon	3
23.49266703	Quiberon	3
16.44486692	Quiberon	3
23.30255296	Quiberon	3
23.85931559	Quiberon	3
22.08039109	Quiberon	3
23.20749593	Quiberon	3
25.01357958	Quiberon	3
24.42965779	Quiberon	3
23.92721347	Quiberon	3
21.25203694	Quiberon	3
23.99511135	Quiberon	3
23.27539381	Quiberon	3
22.60999457	Quiberon	3
24.11732754	Quiberon	3
23.12601847	Quiberon	3
22.1347094	Quiberon	3
23.05812059	Quiberon	3
22.06681152	Quiberon	3
19.71754481	Quiberon	3
23.4519283	Quiberon	3
24.36175991	Quiberon	3
23.47908745	Quiberon	3
23.81857686	Quiberon	3
23.19391635	Quiberon	3
18.71265617	Quiberon	3
24.52471483	Quiberon	3
22.1347094	Quiberon	3
23.15317762	Quiberon	3
23.70994025	Quiberon	3
22.69147203	Quiberon	3
23.90005432	Quiberon	3
19.06572515	Quiberon	3
23.24823466	Quiberon	3
23.4519283	Quiberon	3
22.32482347	Quiberon	3
24.61977186	Quiberon	3
24.00869093	Quiberon	3
23.18033677	Quiberon	3
23.39760999	Quiberon	3
20.72243346	Quiberon	3
23.19391635	Quiberon	3
23.6827811	Quiberon	3
30.68984248	Quiberon	6
31.4774579	Quiberon	6
30.07876154	Quiberon	6
30.70342205	Quiberon	6
29.48126018	Quiberon	6
30.28245519	Quiberon	6
29.83432917	Quiberon	6
31.04291146	Quiberon	6
31.39598045	Quiberon	6
30.71700163	Quiberon	6
28.40847366	Quiberon	6
29.29114612	Quiberon	6
30.55404671	Quiberon	6
31.15154807	Quiberon	6
32.4551874	Quiberon	6
28.53068984	Quiberon	6
29.71211298	Quiberon	6
30.64910375	Quiberon	6
30.75774036	Quiberon	6
28.69364476	Quiberon	6
30.56762629	Quiberon	6
32.67246062	Quiberon	6
28.85659967	Quiberon	6
31.27376426	Quiberon	6
31.6539924	Quiberon	6
28.97881586	Quiberon	6
31.81694731	Quiberon	6
31.11080934	Quiberon	6
30.48614883	Quiberon	6
32.2243346	Quiberon	6
30.30961434	Quiberon	6
31.1379685	Quiberon	6
27.8652906	Quiberon	6
29.22324823	Quiberon	6
29.01955459	Quiberon	6
30.25529603	Quiberon	6
31.21944595	Quiberon	6
30.45898968	Quiberon	6
31.30092341	Quiberon	6
30.83921782	Quiberon	6
31.00217273	Quiberon	6
31.72189028	Quiberon	6
30.01086366	Quiberon	6
31.97990223	Quiberon	6
30.68984248	Quiberon	6
31.80336773	Quiberon	6
30.94785443	Quiberon	6
30.58120587	Quiberon	6
29.26398696	Quiberon	6
31.20586638	Quiberon	6
32.00706138	Quiberon	6
30.45898968	Quiberon	6
30.48614883	Quiberon	6
30.51330798	Quiberon	6
31.27376426	Quiberon	6
29.27756654	Quiberon	6
30.79847909	Quiberon	6
30.48614883	Quiberon	6
32.02064096	Quiberon	6
31.45029875	Quiberon	6
30.82563824	Quiberon	6
30.24171646	Quiberon	6
28.95165671	Quiberon	6
30.22813688	Quiberon	6
29.8750679	Quiberon	6
31.02933188	Quiberon	6
31.58609451	Quiberon	6
31.23302553	Quiberon	6
31.69473112	Quiberon	6
31.87126562	Quiberon	6
31.81694731	Quiberon	6
29.27756654	Quiberon	6
30.89353612	Quiberon	6
30.47256926	Quiberon	6
30.36393265	Quiberon	6
32.19717545	Quiberon	6
28.34057577	Quiberon	6
31.55893536	Quiberon	6
30.37751222	Quiberon	6
30.9071157	Quiberon	6
31.97990223	Quiberon	6
30.87995655	Quiberon	6
30.71700163	Quiberon	6
31.50461706	Quiberon	6
31.46387833	Quiberon	6
31.77620858	Quiberon	6
30.70342205	Quiberon	6
30.45898968	Quiberon	6
30.4454101	Quiberon	6
31.64041282	Quiberon	6
31.77620858	Quiberon	6
32.63172189	Quiberon	6
29.68495383	Quiberon	6
30.09234112	Quiberon	6
29.04671374	Quiberon	6
30.25529603	Quiberon	6
30.45898968	Quiberon	6
29.16892993	Quiberon	6
32.02064096	Quiberon	6
29.37262357	Quiberon	6
33.92178164	Quiberon	8
34.22053232	Quiberon	8
32.52308528	Quiberon	8
32.33297121	Quiberon	8
32.65888104	Quiberon	8
33.59587181	Quiberon	8
33.84030418	Quiberon	8
33.12058664	Quiberon	8
31.51819663	Quiberon	8
33.98967952	Quiberon	8
33.36501901	Quiberon	8
33.56871266	Quiberon	8
33.07984791	Quiberon	8
32.56382401	Quiberon	8
33.09342749	Quiberon	8
33.06626833	Quiberon	8
32.84899511	Quiberon	8
34.0032591	Quiberon	8
33.59587181	Quiberon	8
33.01195003	Quiberon	8
34.03041825	Quiberon	8
34.01683867	Quiberon	8
32.94405215	Quiberon	8
33.58229223	Quiberon	8
33.60945139	Quiberon	8
33.82672461	Quiberon	8
33.44649647	Quiberon	8
31.57251494	Quiberon	8
35.11678436	Quiberon	8
33.26996198	Quiberon	8
34.87235198	Quiberon	8
32.79467681	Quiberon	8
33.43291689	Quiberon	8
32.27865291	Quiberon	8
34.43780554	Quiberon	8
33.07984791	Quiberon	8
33.5415535	Quiberon	8
34.39706681	Quiberon	8
33.94894079	Quiberon	8
33.718088	Quiberon	8
33.98967952	Quiberon	8
33.32428028	Quiberon	8
32.42802825	Quiberon	8
33.86746334	Quiberon	8
33.33785986	Quiberon	8
33.62303096	Quiberon	8
35.23900054	Quiberon	8
34.69581749	Quiberon	8
32.80825638	Quiberon	8
33.0255296	Quiberon	8
31.95274307	Quiberon	8
32.31939163	Quiberon	8
33.18848452	Quiberon	8
34.01683867	Quiberon	8
33.88104291	Quiberon	8
34.35632808	Quiberon	8
33.58229223	Quiberon	8
32.49592613	Quiberon	8
32.91689299	Quiberon	8
33.47365562	Quiberon	8
32.91689299	Quiberon	8
33.62303096	Quiberon	8
31.66757197	Quiberon	8
34.65507876	Quiberon	8
34.94024986	Quiberon	8
34.519283	Quiberon	8
32.93047257	Quiberon	8
32.80825638	Quiberon	8
34.34274851	Quiberon	8
32.90331342	Quiberon	8
33.01195003	Quiberon	8
33.66376969	Quiberon	8
34.56002173	Quiberon	8
33.85388376	Quiberon	8
33.82672461	Quiberon	8
35.02172732	Quiberon	8
34.0575774	Quiberon	8
34.91309071	Quiberon	8
32.91689299	Quiberon	8
31.51819663	Quiberon	8
34.19337317	Quiberon	8
33.82672461	Quiberon	8
34.77729495	Quiberon	8
34.13905486	Quiberon	8
34.12547529	Quiberon	8
33.03910918	Quiberon	8
32.91689299	Quiberon	8
33.52797393	Quiberon	8
33.70450842	Quiberon	8
34.04399783	Quiberon	8
34.35632808	Quiberon	8
32.83541554	Quiberon	8
34.0575774	Quiberon	8
34.68223791	Quiberon	8
32.78109723	Quiberon	8
32.19717545	Quiberon	8
32.95763172	Quiberon	8
33.39217816	Quiberon	8
32.49592613	Quiberon	8
33.47365562	Quiberon	8
36.74633351	Quiberon	10
34.03041825	Quiberon	10
35.71428571	Quiberon	10
34.98098859	Quiberon	10
35.75502444	Quiberon	10
36.96360674	Quiberon	10
36.04019555	Quiberon	10
35.49701249	Quiberon	10
36.21673004	Quiberon	10
35.5513308	Quiberon	10
35.13036393	Quiberon	10
36.44758284	Quiberon	10
36.47474199	Quiberon	10
34.5736013	Quiberon	10
35.6056491	Quiberon	10
35.67354699	Quiberon	10
36.05377512	Quiberon	10
35.97229766	Quiberon	10
36.42042368	Quiberon	10
36.05377512	Quiberon	10
36.74633351	Quiberon	10
34.96740902	Quiberon	10
35.21184139	Quiberon	10
35.46985334	Quiberon	10
36.20315046	Quiberon	10
35.72786529	Quiberon	10
35.86366105	Quiberon	10
36.3525258	Quiberon	10
37.27593699	Quiberon	10
36.24388919	Quiberon	10
34.65507876	Quiberon	10
35.75502444	Quiberon	10
37.31667572	Quiberon	10
35.34763715	Quiberon	10
35.64638783	Quiberon	10
35.64638783	Quiberon	10
34.81803368	Quiberon	10
36.85497012	Quiberon	10
35.64638783	Quiberon	10
35.8365019	Quiberon	10
35.65996741	Quiberon	10
36.46116241	Quiberon	10
37.43889191	Quiberon	10
37.11298207	Quiberon	10
37.31667572	Quiberon	10
37.07224335	Quiberon	10
37.19445953	Quiberon	10
34.53286257	Quiberon	10
35.320478	Quiberon	10
36.02661597	Quiberon	10
34.76371537	Quiberon	10
35.10320478	Quiberon	10
36.23030961	Quiberon	10
35.18468224	Quiberon	10
35.90439978	Quiberon	10
36.08093427	Quiberon	10
35.13036393	Quiberon	10
35.87724063	Quiberon	10
34.7501358	Quiberon	10
35.63280826	Quiberon	10
36.31178707	Quiberon	10
36.50190114	Quiberon	10
35.21184139	Quiberon	10
34.85877241	Quiberon	10
35.59206953	Quiberon	10
36.6376969	Quiberon	10
35.00814775	Quiberon	10
36.25746877	Quiberon	10
34.7501358	Quiberon	10
36.01303639	Quiberon	10
35.56491037	Quiberon	10
35.36121673	Quiberon	10
36.10809343	Quiberon	10
37.19445953	Quiberon	10
35.19826181	Quiberon	10
37.22161869	Quiberon	10
35.71428571	Quiberon	10
37.00434546	Quiberon	10
35.15752309	Quiberon	10
35.48343292	Quiberon	10
35.70070614	Quiberon	10
36.74633351	Quiberon	10
35.71428571	Quiberon	10
34.60076046	Quiberon	10
35.7821836	Quiberon	10
35.29331885	Quiberon	10
37.0994025	Quiberon	10
35.85008148	Quiberon	10
34.85877241	Quiberon	10
35.76860402	Quiberon	10
35.36121673	Quiberon	10
35.15752309	Quiberon	10
34.84519283	Quiberon	10
34.94024986	Quiberon	10
36.16241173	Quiberon	10
36.61053775	Quiberon	10
35.45627376	Quiberon	10
35.86366105	Quiberon	10
37.07224335	Quiberon	10
34.89951114	Quiberon	10
